linhas,periodos,C
2,65,57456
2,66,44237
2,67,44237
2,68,44237
2,69,44237
2,70,30240
2,71,44237
2,72,44237
2,73,44237
2,74,44237
2,75,44237
2,76,44237
2,77,30240
2,78,30960
2,79,45605
2,80,45605
2,81,45605
2,82,45605
2,83,30960
2,84,30960
2,85,42005
2,86,45605
2,87,30960
2,88,45605
2,89,45605
2,90,30960
2,91,30960
2,92,30960
2,93,45605
2,94,45605
2,95,30960
2,96,56304
2,97,47232
2,98,61920
2,99,47232
2,100,56520
2,101,47232
2,102,61920
2,103,61920
2,104,47232
2,105,61920
2,106,47232
2,107,61920
2,108,61920
2,109,47232
2,110,61920
2,111,47232
2,112,61920
2,113,47232
2,114,47232
2,115,47232
2,116,47232
2,117,61920
2,118,61920
2,119,61920
2,120,61920
2,121,61920
2,122,24192
2,123,61920
2,124,54720
2,125,61920
2,126,61920
2,127,61920
2,128,24192
2,129,61920
2,130,61920
2,131,61920
2,132,61920
2,133,61920
2,134,47232
2,135,50832
2,136,50832
2,137,65520
2,138,65520
2,139,61920
2,140,47232
2,141,47232
2,142,61920
2,143,47232
2,144,54720
2,145,47232
2,146,47232
2,147,61920
2,148,47232
2,149,61920
2,150,47232
2,151,47232
2,152,61920
2,153,47232
2,154,61920
2,155,47232
2,156,47232
2,157,47232
2,158,61920
2,159,61920
2,160,12060
2,161,46800
2,162,47232
2,163,47232
2,164,47232
2,165,42912
2,166,26640
2,167,47232
2,168,47232
2,169,43632
2,170,30960
2,171,61920
2,172,47232
2,173,47232
2,174,47232
2,175,25200
2,176,30960
2,177,30960
2,178,30960
2,179,30960
2,180,30960
2,181,30960
2,182,30960
2,183,36
2,184,36
2,185,36
2,186,36
2,187,36
2,188,36
2,189,36
2,190,36
2,191,30586
2,192,49536
2,193,61920
2,194,61920
2,195,54720
2,196,61920
2,197,61920
2,198,47232
2,199,61920
2,200,61920
2,201,61920
2,202,47232
2,203,61920
2,204,45036
2,205,30960
2,206,30960
2,207,30960
2,208,30960
2,209,61920
2,210,54720
2,211,36
2,212,61920
2,213,27360
2,214,30960
2,215,30960
2,216,30960
2,217,30960
2,218,30960
2,219,30960
2,220,36
2,221,30960
2,222,30960
2,223,30960
2,224,30960
2,225,34560
2,226,36
2,227,43848
2,228,60120
2,229,60120
2,230,60120
2,231,45432
2,232,61920
2,233,47232
2,234,47232
2,235,47232
2,236,47232
2,237,61920
2,238,61920
2,239,37786
2,240,49536
2,241,49536
3,1,61920
3,2,61920
3,3,61920
3,4,61920
3,5,61920
3,6,61920
3,7,61920
3,8,61920
3,9,61920
3,10,61920
3,11,61920
3,12,61920
3,13,61920
3,14,61920
3,15,61920
3,16,61920
3,17,61920
3,18,61920
3,19,61920
3,20,61920
3,21,61920
3,22,61920
3,23,61920
3,24,61920
3,25,61920
3,26,61920
3,27,61920
3,28,61920
3,29,61920
3,30,61920
3,31,61920
3,32,61920
3,33,61920
3,34,61920
3,35,61920
3,36,61920
3,37,61920
3,38,61920
3,39,61920
3,40,12672
3,41,61920
3,42,61920
3,43,61920
3,44,61920
3,45,61920
3,46,61920
3,47,61920
3,48,61920
3,49,61920
3,50,61920
3,51,61920
3,52,61920
3,53,61920
3,54,61920
3,55,61920
3,56,61920
3,57,61920
3,58,61920
3,59,61920
3,60,53280
3,61,60480
3,62,60480
3,63,60480
3,64,60480
3,65,60480
3,66,60480
3,67,60480
3,68,60480
3,69,60480
3,70,60480
3,71,60480
3,72,60480
3,73,60480
3,74,60480
3,75,60480
3,76,60480
3,77,47916
3,78,73872
3,79,61920
3,80,61920
3,81,61920
3,82,61920
3,83,61920
3,84,61920
3,85,54720
3,86,61920
3,87,61920
3,88,61920
3,89,61920
3,90,61920
3,91,61920
3,92,61920
3,93,61920
3,94,61920
3,95,48636
3,96,67392
3,97,61920
3,98,61920
3,99,61920
3,100,61920
3,101,61920
3,102,61920
3,103,61920
3,104,61920
3,105,61920
3,106,61920
3,107,61920
3,108,61920
3,109,61920
3,110,61920
3,111,61920
3,112,61920
3,113,61920
3,114,61920
3,115,63720
3,116,63720
3,117,61920
3,118,61920
3,119,61920
3,120,61920
3,121,61920
3,122,24192
3,123,61920
3,124,54720
3,125,61920
3,126,61920
3,127,61920
3,128,24192
3,129,61920
3,130,61920
3,131,61920
3,132,61920
3,133,61920
3,134,61920
3,135,61920
3,136,61920
3,137,61920
3,138,61920
3,139,61920
3,140,61920
3,141,61920
3,142,61920
3,143,61920
3,144,61920
3,145,61920
3,146,61920
3,147,61920
3,148,61920
3,149,61920
3,150,61920
3,151,61920
3,152,61920
3,153,61920
3,154,61920
3,155,61920
3,156,61920
3,157,61920
3,158,61920
3,159,61920
3,160,12060
3,161,46800
3,162,61920
3,163,61920
3,164,61920
3,165,57600
3,166,57600
3,167,61920
3,168,61920
3,169,54720
3,170,61920
3,171,61920
3,172,61920
3,173,61920
3,174,61920
3,175,25200
3,176,30960
3,177,30960
3,178,30960
3,179,30960
3,180,30960
3,181,30960
3,182,30960
3,183,30960
3,184,30960
3,185,30960
3,186,30960
3,187,30960
3,188,30960
3,189,28548
3,190,30960
3,191,49767
3,192,56967
3,193,61920
3,194,61920
3,195,54720
3,196,54720
3,197,61920
3,198,61920
3,199,61920
3,200,61920
3,201,61920
3,202,61920
3,203,61920
3,204,48636
3,205,74592
3,206,61920
3,207,61920
3,208,61920
3,209,61920
3,210,54720
3,211,36
3,212,61920
3,213,54720
3,214,61920
3,215,61920
3,216,61920
3,217,61920
3,218,61920
3,219,61920
3,220,36
3,221,61920
3,222,61920
3,223,61920
3,224,61920
3,225,48636
3,226,12672
3,227,61920
3,228,61920
3,229,61920
3,230,61920
3,231,61920
3,232,61920
3,233,61920
3,234,61920
3,235,61920
3,236,61920
3,237,61920
3,238,61920
3,239,49536
3,240,49536
3,241,49536
4,1,45648
4,2,45648
4,3,45648
4,4,45648
4,5,45648
4,6,45648
4,7,45648
4,8,45648
4,9,45648
4,10,45648
4,11,45648
4,12,45648
4,13,45648
4,14,45648
4,15,45648
4,16,45648
4,17,45648
4,18,45648
4,19,45648
4,20,45648
4,21,45648
4,22,45648
4,23,45648
4,24,45648
4,25,45648
4,26,45648
4,27,45648
4,28,45648
4,29,45648
4,30,45648
4,31,45648
4,32,45648
4,33,45648
4,34,45648
4,35,45648
4,36,45648
4,37,45648
4,38,45648
4,39,45648
4,40,30960
4,41,45648
4,42,30960
4,43,45648
4,44,30960
4,45,45648
4,46,30960
4,47,45648
4,48,45648
4,49,30960
4,50,30960
4,51,45648
4,52,45648
4,53,45648
4,54,30960
4,55,30960
4,56,45648
4,57,45648
4,58,45648
4,59,45648
4,60,23040
4,61,26640
4,62,26640
4,63,26640
4,64,26640
4,65,30240
4,66,30240
4,67,37728
4,68,23040
4,69,44928
4,70,44928
4,71,30240
4,72,44928
4,73,44928
4,74,44928
4,75,44928
4,76,30240
4,77,30240
4,78,73872
4,79,45648
4,80,45648
4,81,45648
4,82,45648
4,83,61920
4,84,61920
4,85,38448
4,86,45648
4,87,61920
4,88,45648
4,89,45648
4,90,61920
4,91,61920
4,92,61920
4,93,45648
4,94,30240
4,95,30240
4,96,38448
4,97,45648
4,98,30960
4,99,45648
4,100,30960
4,101,45648
4,102,30960
4,103,30960
4,104,45648
4,105,30960
4,106,45648
4,107,30960
4,108,30960
4,109,45648
4,110,30960
4,111,30960
4,112,30960
4,113,30960
4,114,45648
4,115,45648
4,116,45648
4,117,30960
4,118,30960
4,119,30960
4,120,30960
4,121,30960
4,122,24192
4,123,30960
4,124,27360
4,125,30960
4,126,30960
4,127,30960
4,128,24192
4,129,30960
4,130,30960
4,131,30960
4,132,30960
4,133,30960
4,134,45648
4,135,45648
4,136,45648
4,137,30960
4,138,34560
4,139,30960
4,140,45648
4,141,45648
4,142,30960
4,143,45648
4,144,30960
4,145,45648
4,146,45648
4,147,30960
4,148,45648
4,149,30960
4,150,45648
4,151,45648
4,152,30960
4,153,45648
4,154,30960
4,155,45648
4,156,45648
4,157,45648
4,158,30960
4,159,30960
4,160,12240
4,161,15840
4,162,45648
4,163,45648
4,164,38448
4,165,41328
4,166,26640
4,167,45648
4,168,45648
4,169,38448
4,170,30960
4,171,30960
4,172,45648
4,173,45648
4,174,45648
4,175,25200
4,176,18576
4,177,18576
4,178,18576
4,179,18576
4,180,18576
4,181,18576
4,182,18576
4,183,30960
4,184,30960
4,185,30960
4,186,30960
4,187,30960
4,188,30960
4,189,30960
4,190,30960
4,191,34797
4,192,28484
4,193,30960
4,194,30960
4,195,23760
4,196,23760
4,197,30960
4,198,45648
4,199,30960
4,200,30960
4,201,30960
4,202,45648
4,203,30960
4,204,30960
4,205,61920
4,206,45648
4,207,45648
4,208,38448
4,209,30960
4,210,27360
4,211,36
4,212,30960
4,213,54720
4,214,45648
4,215,45648
4,216,45648
4,217,45648
4,218,45648
4,219,45648
4,220,36
4,221,30960
4,222,49248
4,223,45648
4,224,45648
4,225,48636
4,226,30060
4,227,30060
4,228,30060
4,229,26460
4,230,30060
4,231,11520
4,232,30960
4,233,30960
4,234,30960
4,235,30960
4,236,30960
4,237,30960
4,238,30960
4,239,24768
4,240,24768
4,241,24768
5,1,45648
5,2,45648
5,3,45648
5,4,45648
5,5,45648
5,6,45648
5,7,45648
5,8,45648
5,9,45648
5,10,45648
5,11,45648
5,12,45648
5,13,45648
5,14,45648
5,15,45648
5,16,45648
5,17,45648
5,18,30960
5,19,30960
5,20,30960
5,21,30960
5,22,30960
5,23,30960
5,24,30960
5,25,30960
5,26,30960
5,27,30960
5,28,30960
5,29,30960
5,30,30960
5,31,30960
5,32,309600
5,33,309600
5,34,309600
5,35,309600
5,36,309600
5,37,309600
5,38,309600
5,39,309600
5,40,30960
5,41,30960
5,42,30960
5,43,30960
5,44,30960
5,45,30960
5,46,30960
5,47,30960
5,48,23760
5,49,61920
5,50,30960
5,51,30960
5,52,30960
5,53,30960
5,54,61920
5,55,30960
5,56,30960
5,57,30960
5,58,30960
5,59,30960
5,60,23040
5,61,30240
5,62,30240
5,63,30240
5,64,30240
5,65,30240
5,66,44194
5,67,30240
5,68,44194
5,69,30240
5,70,44194
5,71,44194
5,72,30240
5,73,30240
5,74,30240
5,75,30240
5,76,30240
5,77,30240
5,78,30960
5,79,30960
5,80,30960
5,81,30960
5,82,30960
5,83,30960
5,84,30960
5,85,27360
5,86,30960
5,87,30960
5,88,30960
5,89,30960
5,90,30960
5,91,30960
5,92,30960
5,93,30960
5,94,30960
5,95,30960
5,96,27360
5,97,30960
5,98,30960
5,99,30960
5,100,30960
5,101,30960
5,102,30960
5,103,30960
5,104,30960
5,105,30960
5,106,30960
5,107,30960
5,108,30960
5,109,30960
5,110,30960
5,111,45648
5,112,30960
5,113,45648
5,114,30960
5,115,30960
5,116,30960
5,117,30960
5,118,30960
5,119,30960
5,120,30960
5,121,30960
5,122,24192
5,123,30960
5,124,27360
5,125,30960
5,126,30960
5,127,30960
5,128,24192
5,129,30960
5,130,30960
5,131,30960
5,132,30960
5,133,30960
5,134,30960
5,135,30960
5,136,30960
5,137,30960
5,138,30960
5,139,30960
5,140,30960
5,141,30960
5,142,30960
5,143,30960
5,144,30960
5,145,30960
5,146,30960
5,147,30960
5,148,30960
5,149,30960
5,150,30960
5,151,30960
5,152,30960
5,153,30960
5,154,30960
5,155,30960
5,156,30960
5,157,30960
5,158,30960
5,159,30960
5,160,12240
5,161,15840
5,162,30960
5,163,30960
5,164,30960
5,165,26640
5,166,57600
5,167,30960
5,168,30960
5,169,27360
5,170,61920
5,171,30960
5,172,30960
5,173,30960
5,174,30960
5,175,25200
5,176,36
5,177,36
5,178,36
5,179,36
5,180,36
5,181,36
5,182,36
5,183,36
5,184,36
5,185,36
5,186,36
5,187,36
5,188,36
5,189,36
5,190,36
5,191,21593
5,192,28793
5,193,30960
5,194,30960
5,195,23760
5,196,30960
5,197,30960
5,198,30960
5,199,30960
5,200,30960
5,201,30960
5,202,30960
5,203,30960
5,204,34560
5,205,43632
5,206,47232
5,207,47232
5,208,47232
5,209,30960
5,210,27360
5,211,36
5,212,30960
5,213,27360
5,214,47232
5,215,47232
5,216,47232
5,217,47232
5,218,47232
5,219,47232
5,220,36
5,221,61920
5,222,43632
5,223,47232
5,224,47232
5,225,30960
5,226,12672
5,227,47232
5,228,30960
5,229,30960
5,230,30960
5,231,45648
5,232,30960
5,233,45648
5,234,45648
5,235,45648
5,236,45648
5,237,30960
5,238,30960
5,239,36519
5,240,24768
5,241,24768
6,1,30960
6,2,30960
6,3,30960
6,4,30960
6,5,30960
6,6,30960
6,7,30960
6,8,30960
6,9,30960
6,10,30960
6,11,30960
6,12,30960
6,13,30960
6,14,30960
6,15,30960
6,16,30960
6,17,30960
6,18,30960
6,19,30960
6,20,30960
6,21,30960
6,22,30960
6,23,30960
6,24,30960
6,25,30960
6,26,30960
6,27,30960
6,28,30960
6,29,30960
6,30,30960
6,31,30960
6,32,30960
6,33,30960
6,34,30960
6,35,30960
6,36,309600
6,37,309600
6,38,309600
6,39,309600
6,40,309600
6,41,309600
6,42,309600
6,43,309600
6,44,309600
6,45,309600
6,46,309600
6,47,309600
6,48,237600
6,49,30960
6,50,30960
6,51,30960
6,52,30960
6,53,30960
6,54,30960
6,55,30960
6,56,30960
6,57,30960
6,58,30960
6,59,30960
6,60,23040
6,61,30240
6,62,30240
6,63,30240
6,64,30240
6,65,30240
6,66,30240
6,67,30240
6,68,30240
6,69,30240
6,70,30240
6,71,30240
6,72,30240
6,73,30240
6,74,30240
6,75,30240
6,76,30240
6,77,30240
6,78,30960
6,79,30960
6,80,30960
6,81,30960
6,82,30960
6,83,30960
6,84,30960
6,85,27360
6,86,30960
6,87,30960
6,88,30960
6,89,30960
6,90,30960
6,91,30960
6,92,32760
6,93,32760
6,94,32760
6,95,24012
6,96,27360
6,97,30960
6,98,30960
6,99,30960
6,100,30960
6,101,30960
6,102,30960
6,103,30960
6,104,30960
6,105,30960
6,106,30960
6,107,30960
6,108,30960
6,109,30960
6,110,30960
6,111,16560
6,112,30960
6,113,30960
6,114,30960
6,115,30960
6,116,30960
6,117,30960
6,118,30960
6,119,30960
6,120,30960
6,121,30960
6,122,24192
6,123,30960
6,124,27360
6,125,30960
6,126,30960
6,127,30960
6,128,24192
6,129,30960
6,130,30960
6,131,30960
6,132,30960
6,133,30960
6,134,30960
6,135,30960
6,136,30960
6,137,30960
6,138,30960
6,139,30960
6,140,23760
6,141,30960
6,142,30960
6,143,30960
6,144,30960
6,145,30960
6,146,30960
6,147,30960
6,148,30960
6,149,30960
6,150,30960
6,151,30960
6,152,30960
6,153,30960
6,154,30960
6,155,30960
6,156,30960
6,157,34560
6,158,30960
6,159,34560
6,160,12240
6,161,15840
6,162,30960
6,163,30960
6,164,30960
6,165,26640
6,166,26640
6,167,30960
6,168,30960
6,169,27360
6,170,30960
6,171,30960
6,172,30960
6,173,30960
6,174,30960
6,175,25200
6,176,36
6,177,36
6,178,36
6,179,36
6,180,36
6,181,36
6,182,36
6,183,30960
6,184,30960
6,185,30960
6,186,30960
6,187,30960
6,188,30960
6,189,30960
6,190,30960
6,191,30960
6,192,30960
6,193,30960
6,194,30960
6,195,23760
6,196,30960
6,197,30960
6,198,30960
6,199,30960
6,200,30960
6,201,30960
6,202,30960
6,203,30960
6,204,30960
6,205,30960
6,206,30960
6,207,30960
6,208,30960
6,209,30960
6,210,27360
6,211,24768
6,212,30960
6,213,27360
6,214,30960
6,215,30960
6,216,30960
6,217,30960
6,218,30960
6,219,30960
6,220,24768
6,221,30960
6,222,30960
6,223,30960
6,224,30960
6,225,31140
6,226,36
6,227,29160
6,228,29160
6,229,29160
6,230,29160
6,231,29160
6,232,30960
6,233,30960
6,234,30960
6,235,30960
6,236,30960
6,237,30960
6,238,30960
6,239,30960
6,240,30960
6,241,30960
