linhas,periodos,C
1,204,61920
1,205,61920
1,206,61920
1,207,61920
1,208,61920
1,209,61920
1,210,61920
1,211,61920
1,212,61920
1,213,61920
1,214,61920
1,215,61920
1,216,61920
1,217,61920
1,218,61920
1,219,61920
1,220,61920
1,221,61920
1,222,61920
1,223,61920
1,224,61920
1,225,61920
1,226,61920
1,227,61920
1,228,61920
1,229,61920
1,230,61920
1,231,61920
1,232,61920
1,233,61920
1,234,61920
1,235,61920
1,236,61920
1,237,61920
1,238,61920
1,239,61920
1,240,61920
1,241,61920
1,242,61920
1,243,61920
1,244,61920
1,245,61920
1,246,61920
1,247,61920
1,248,61920
1,249,61920
1,250,61920
1,251,61920
2,1,61920
2,2,61920
2,3,61920
2,4,61920
2,5,61920
2,6,61920
2,7,61920
2,8,61920
2,9,61920
2,10,61920
2,11,61920
2,12,61920
2,13,61920
2,14,61920
2,15,61920
2,16,61920
2,17,61920
2,18,61920
2,19,61920
2,20,61920
2,21,61920
2,22,61920
2,23,61920
2,24,61920
2,25,61920
2,26,61920
2,27,61920
2,28,61920
2,29,61920
2,30,61920
2,31,61920
2,32,61920
2,33,61920
2,34,61920
2,35,61920
2,36,61920
2,37,61920
2,38,61920
2,39,61920
2,40,61920
2,41,61920
2,42,61920
2,43,61920
2,44,61920
2,45,61920
2,46,61920
2,47,61920
2,48,61920
2,49,61920
2,50,61920
2,51,61920
2,52,61920
2,53,61920
2,54,61920
2,55,61920
2,56,61920
2,57,61920
2,58,61920
2,59,61920
2,60,61920
2,61,61920
2,62,61920
2,63,61920
2,64,61920
2,65,61920
2,66,61920
2,67,61920
2,68,61920
2,69,61920
2,70,61920
2,71,61920
2,72,61920
2,73,61920
2,74,61920
2,75,61920
2,76,61920
2,77,61920
2,78,61920
2,79,61920
2,80,61920
2,81,61920
2,82,61920
2,83,61920
2,84,61920
2,85,61920
2,86,61920
2,87,61920
2,88,61920
2,89,61920
2,90,61920
2,91,61920
2,92,61920
2,93,61920
2,94,61920
2,95,61920
2,96,61920
2,97,61920
2,98,61920
2,99,61920
2,100,61920
2,101,61920
2,102,61920
2,103,61920
2,104,61920
2,105,61920
2,106,61920
2,107,61920
2,108,61920
2,109,61920
2,110,61920
2,111,61920
2,112,61920
2,113,61920
2,114,61920
2,115,61920
2,116,61920
2,117,61920
2,118,61920
2,119,61920
2,120,61920
2,121,61920
2,122,61920
2,123,61920
2,124,61920
2,125,61920
2,126,61920
2,127,61920
2,128,61920
2,129,61920
2,130,61920
2,131,61920
2,132,61920
2,133,61920
2,134,61920
2,135,61920
2,136,61920
2,137,61920
2,138,61920
2,139,61920
2,140,61920
2,141,61920
2,142,61920
2,143,61920
2,144,61920
2,145,61920
2,146,61920
2,147,61920
2,148,61920
2,149,61920
2,150,61920
2,151,61920
2,152,61920
2,153,61920
2,154,61920
2,155,61920
2,156,61920
2,157,61920
2,158,61920
2,159,61920
2,160,61920
2,161,61920
2,162,61920
2,163,61920
2,164,61920
2,165,61920
2,166,61920
2,167,61920
2,168,61920
2,169,61920
2,170,61920
2,171,61920
2,172,61920
2,173,61920
2,174,61920
2,175,61920
2,176,61920
2,177,61920
2,178,61920
2,179,61920
2,180,61920
2,181,61920
2,182,61920
2,183,61920
2,184,61920
2,185,61920
2,186,61920
2,187,61920
2,188,61920
2,189,61920
2,190,61920
2,191,61920
2,192,61920
2,193,61920
2,194,61920
2,195,61920
2,196,61920
2,197,61920
2,198,61920
2,199,61920
2,200,61920
2,201,61920
2,202,61920
2,203,61920
2,204,61920
2,205,61920
2,206,61920
2,207,61920
2,208,61920
2,209,61920
2,210,61920
2,211,61920
2,212,61920
2,213,61920
2,214,61920
2,215,61920
2,216,61920
2,217,61920
2,218,61920
2,219,61920
2,220,61920
2,221,61920
2,222,61920
2,223,61920
2,224,61920
2,225,61920
2,226,61920
2,227,61920
2,228,61920
2,229,61920
2,230,61920
2,231,61920
2,232,61920
2,233,61920
2,234,61920
2,235,61920
2,236,61920
2,237,61920
2,238,61920
2,239,61920
2,240,61920
2,241,61920
2,242,61920
2,243,61920
2,244,61920
2,245,61920
2,246,61920
2,247,61920
2,248,61920
2,249,61920
2,250,61920
2,251,61920
3,1,61920
3,2,61920
3,3,61920
3,4,61920
3,5,61920
3,6,61920
3,7,61920
3,8,61920
3,9,61920
3,10,61920
3,11,61920
3,12,61920
3,13,61920
3,14,61920
3,15,61920
3,16,61920
3,17,61920
3,18,61920
3,19,61920
3,20,61920
3,21,61920
3,22,61920
3,23,61920
3,24,61920
3,25,61920
3,26,61920
3,27,61920
3,28,61920
3,29,61920
3,30,61920
3,31,61920
3,32,61920
3,33,61920
3,34,61920
3,35,61920
3,36,61920
3,37,61920
3,38,61920
3,39,61920
3,40,61920
3,41,61920
3,42,61920
3,43,61920
3,44,61920
3,45,61920
3,46,61920
3,47,61920
3,48,61920
3,49,61920
3,50,61920
3,51,61920
3,52,61920
3,53,61920
3,54,61920
3,55,61920
3,56,61920
3,57,61920
3,58,61920
3,59,61920
3,60,61920
3,61,61920
3,62,61920
3,63,61920
3,64,61920
3,65,61920
3,66,61920
3,67,61920
3,68,61920
3,69,61920
3,70,61920
3,71,61920
3,72,61920
3,73,61920
3,74,61920
3,75,61920
3,76,61920
3,77,61920
3,78,61920
3,79,61920
3,80,61920
3,81,61920
3,82,61920
3,83,61920
3,84,61920
3,85,61920
3,86,61920
3,87,61920
3,88,61920
3,89,61920
3,90,61920
3,91,61920
3,92,61920
3,93,61920
3,94,61920
3,95,61920
3,96,61920
3,97,61920
3,98,61920
3,99,61920
3,100,61920
3,101,61920
3,102,61920
3,103,61920
3,104,61920
3,105,61920
3,106,61920
3,107,61920
3,108,61920
3,109,61920
3,110,61920
3,111,61920
3,112,61920
3,113,61920
3,114,61920
3,115,61920
3,116,61920
3,117,61920
3,118,61920
3,119,61920
3,120,61920
3,121,61920
3,122,61920
3,123,61920
3,124,61920
3,125,61920
3,126,61920
3,127,61920
3,128,61920
3,129,61920
3,130,61920
3,131,61920
3,132,61920
3,133,61920
3,134,61920
3,135,61920
3,136,61920
3,137,61920
3,138,61920
3,139,61920
3,140,61920
3,141,61920
3,142,61920
3,143,61920
3,144,61920
3,145,61920
3,146,61920
3,147,61920
3,148,61920
3,149,61920
3,150,61920
3,151,61920
3,152,61920
3,153,61920
3,154,61920
3,155,61920
3,156,61920
3,157,61920
3,158,61920
3,159,61920
3,160,61920
3,161,61920
3,162,61920
3,163,61920
3,164,61920
3,165,61920
3,166,61920
3,167,61920
3,168,61920
3,169,61920
3,170,61920
3,171,61920
3,172,61920
3,173,61920
3,174,61920
3,175,61920
3,176,61920
3,177,61920
3,178,61920
3,179,61920
3,180,61920
3,181,61920
3,182,61920
3,183,61920
3,184,61920
3,185,61920
3,186,61920
3,187,61920
3,188,61920
3,189,61920
3,190,61920
3,191,61920
3,192,61920
3,193,61920
3,194,61920
3,195,61920
3,196,61920
3,197,61920
3,198,61920
3,199,61920
3,200,61920
3,201,61920
3,202,61920
3,203,61920
3,204,61920
3,205,61920
3,206,61920
3,207,61920
3,208,61920
3,209,61920
3,210,61920
3,211,61920
3,212,61920
3,213,61920
3,214,61920
3,215,61920
3,216,61920
3,217,61920
3,218,61920
3,219,61920
3,220,61920
3,221,61920
3,222,61920
3,223,61920
3,224,61920
3,225,61920
3,226,61920
3,227,61920
3,228,61920
3,229,61920
3,230,61920
3,231,61920
3,232,61920
3,233,61920
3,234,61920
3,235,61920
3,236,61920
3,237,61920
3,238,61920
3,239,61920
3,240,61920
3,241,61920
3,242,61920
3,243,61920
3,244,61920
3,245,61920
3,246,61920
3,247,61920
3,248,61920
3,249,61920
3,250,61920
3,251,61920
4,1,61920
4,2,61920
4,3,61920
4,4,61920
4,5,61920
4,6,61920
4,7,61920
4,8,61920
4,9,61920
4,10,61920
4,11,61920
4,12,61920
4,13,61920
4,14,61920
4,15,61920
4,16,61920
4,17,61920
4,18,61920
4,19,61920
4,20,61920
4,21,61920
4,22,61920
4,23,61920
4,24,61920
4,25,61920
4,26,61920
4,27,61920
4,28,61920
4,29,61920
4,30,61920
4,31,61920
4,32,61920
4,33,61920
4,34,61920
4,35,61920
4,36,61920
4,37,61920
4,38,61920
4,39,61920
4,40,61920
4,41,61920
4,42,61920
4,43,61920
4,44,61920
4,45,61920
4,46,61920
4,47,61920
4,48,61920
4,49,61920
4,50,61920
4,51,61920
4,52,61920
4,53,61920
4,54,61920
4,55,61920
4,56,61920
4,57,61920
4,58,61920
4,59,61920
4,60,61920
4,61,61920
4,62,61920
4,63,61920
4,64,61920
4,65,61920
4,66,61920
4,67,61920
4,68,61920
4,69,61920
4,70,61920
4,71,61920
4,72,61920
4,73,61920
4,74,61920
4,75,61920
4,76,61920
4,77,61920
4,78,61920
4,79,61920
4,80,61920
4,81,61920
4,82,61920
4,83,61920
4,84,61920
4,85,61920
4,86,61920
4,87,61920
4,88,61920
4,89,61920
4,90,61920
4,91,61920
4,92,61920
4,93,61920
4,94,61920
4,95,61920
4,96,61920
4,97,61920
4,98,61920
4,99,61920
4,100,61920
4,101,61920
4,102,61920
4,103,61920
4,104,61920
4,105,61920
4,106,61920
4,107,61920
4,108,61920
4,109,61920
4,110,61920
4,111,61920
4,112,61920
4,113,61920
4,114,61920
4,115,61920
4,116,61920
4,117,61920
4,118,61920
4,119,61920
4,120,61920
4,121,61920
4,122,61920
4,123,61920
4,124,61920
4,125,61920
4,126,61920
4,127,61920
4,128,61920
4,129,61920
4,130,61920
4,131,61920
4,132,61920
4,133,61920
4,134,61920
4,135,61920
4,136,61920
4,137,61920
4,138,61920
4,139,61920
4,140,61920
4,141,61920
4,142,61920
4,143,61920
4,144,61920
4,145,61920
4,146,61920
4,147,61920
4,148,61920
4,149,61920
4,150,61920
4,151,61920
4,152,61920
4,153,61920
4,154,61920
4,155,61920
4,156,61920
4,157,61920
4,158,61920
4,159,61920
4,160,61920
4,161,61920
4,162,61920
4,163,61920
4,164,61920
4,165,61920
4,166,61920
4,167,61920
4,168,61920
4,169,61920
4,170,61920
4,171,61920
4,172,61920
4,173,61920
4,174,61920
4,175,61920
4,176,61920
4,177,61920
4,178,61920
4,179,61920
4,180,61920
4,181,61920
4,182,61920
4,183,61920
4,184,61920
4,185,61920
4,186,61920
4,187,61920
4,188,61920
4,189,61920
4,190,61920
4,191,61920
4,192,61920
4,193,61920
4,194,61920
4,195,61920
4,196,61920
4,197,61920
4,198,61920
4,199,61920
4,200,61920
4,201,61920
4,202,61920
4,203,61920
4,204,61920
4,205,61920
4,206,61920
4,207,61920
4,208,61920
4,209,61920
4,210,61920
4,211,61920
4,212,61920
4,213,61920
4,214,61920
4,215,61920
4,216,61920
4,217,61920
4,218,61920
4,219,61920
4,220,61920
4,221,61920
4,222,61920
4,223,61920
4,224,61920
4,225,61920
4,226,61920
4,227,61920
4,228,61920
4,229,61920
4,230,61920
4,231,61920
4,232,61920
4,233,61920
4,234,61920
4,235,61920
4,236,61920
4,237,61920
4,238,61920
4,239,61920
4,240,61920
4,241,61920
4,242,61920
4,243,61920
4,244,61920
4,245,61920
4,246,61920
4,247,61920
4,248,61920
4,249,61920
4,250,61920
4,251,61920
5,1,61920
5,2,61920
5,3,61920
5,4,61920
5,5,61920
5,6,61920
5,7,61920
5,8,61920
5,9,61920
5,10,61920
5,11,61920
5,12,61920
5,13,61920
5,14,61920
5,15,61920
5,16,61920
5,17,61920
5,18,61920
5,19,61920
5,20,61920
5,21,61920
5,22,61920
5,23,61920
5,24,61920
5,25,61920
5,26,61920
5,27,61920
5,28,61920
5,29,61920
5,30,61920
5,31,61920
5,32,61920
5,33,61920
5,34,61920
5,35,61920
5,36,61920
5,37,61920
5,38,61920
5,39,61920
5,40,61920
5,41,61920
5,42,61920
5,43,61920
5,44,61920
5,45,61920
5,46,61920
5,47,61920
5,48,61920
5,49,61920
5,50,61920
5,51,61920
5,52,61920
5,53,61920
5,54,61920
5,55,61920
5,56,61920
5,57,61920
5,58,61920
5,59,61920
5,60,61920
5,61,61920
5,62,61920
5,63,61920
5,64,61920
5,65,61920
5,66,61920
5,67,61920
5,68,61920
5,69,61920
5,70,61920
5,71,61920
5,72,61920
5,73,61920
5,74,61920
5,75,61920
5,76,61920
5,77,61920
5,78,61920
5,79,61920
5,80,61920
5,81,61920
5,82,61920
5,83,61920
5,84,61920
5,85,61920
5,86,61920
5,87,61920
5,88,61920
5,89,61920
5,90,61920
5,91,61920
5,92,61920
5,93,61920
5,94,61920
5,95,61920
5,96,61920
5,97,61920
5,98,61920
5,99,61920
5,100,61920
5,101,61920
5,102,61920
5,103,61920
5,104,61920
5,105,61920
5,106,61920
5,107,61920
5,108,61920
5,109,61920
5,110,61920
5,111,61920
5,112,61920
5,113,61920
5,114,61920
5,115,61920
5,116,61920
5,117,61920
5,118,61920
5,119,61920
5,120,61920
5,121,61920
5,122,61920
5,123,61920
5,124,61920
5,125,61920
5,126,61920
5,127,61920
5,128,61920
5,129,61920
5,130,61920
5,131,61920
5,132,61920
5,133,61920
5,134,61920
5,135,61920
5,136,61920
5,137,61920
5,138,61920
5,139,61920
5,140,61920
5,141,61920
5,142,61920
5,143,61920
5,144,61920
5,145,61920
5,146,61920
5,147,61920
5,148,61920
5,149,61920
5,150,61920
5,151,61920
5,152,61920
5,153,61920
5,154,61920
5,155,61920
5,156,61920
5,157,61920
5,158,61920
5,159,61920
5,160,61920
5,161,61920
5,162,61920
5,163,61920
5,164,61920
5,165,61920
5,166,61920
5,167,61920
5,168,61920
5,169,61920
5,170,61920
5,171,61920
5,172,61920
5,173,61920
5,174,61920
5,175,61920
5,176,61920
5,177,61920
5,178,61920
5,179,61920
5,180,61920
5,181,61920
5,182,61920
5,183,61920
5,184,61920
5,185,61920
5,186,61920
5,187,61920
5,188,61920
5,189,61920
5,190,61920
5,191,61920
5,192,61920
5,193,61920
5,194,61920
5,195,61920
5,196,61920
5,197,61920
5,198,61920
5,199,61920
5,200,61920
5,201,61920
5,202,61920
5,203,61920
5,204,61920
5,205,61920
5,206,61920
5,207,61920
5,208,61920
5,209,61920
5,210,61920
5,211,61920
5,212,61920
5,213,61920
5,214,61920
5,215,61920
5,216,61920
5,217,61920
5,218,61920
5,219,61920
5,220,61920
5,221,61920
5,222,61920
5,223,61920
5,224,61920
5,225,61920
5,226,61920
5,227,61920
5,228,61920
5,229,61920
5,230,61920
5,231,61920
5,232,61920
5,233,61920
5,234,61920
5,235,61920
5,236,61920
5,237,61920
5,238,61920
5,239,61920
5,240,61920
5,241,61920
5,242,61920
5,243,61920
5,244,61920
5,245,61920
5,246,61920
5,247,61920
5,248,61920
5,249,61920
5,250,61920
5,251,61920
6,1,61920
6,2,61920
6,3,61920
6,4,61920
6,5,61920
6,6,61920
6,7,61920
6,8,61920
6,9,61920
6,10,61920
6,11,61920
6,12,61920
6,13,61920
6,14,61920
6,15,61920
6,16,61920
6,17,61920
6,18,61920
6,19,61920
6,20,61920
6,21,61920
6,22,61920
6,23,61920
6,24,61920
6,25,61920
6,26,61920
6,27,61920
6,28,61920
6,29,61920
6,30,61920
6,31,61920
6,32,61920
6,33,61920
6,34,61920
6,35,61920
6,36,61920
6,37,61920
6,38,61920
6,39,61920
6,40,61920
6,41,61920
6,42,61920
6,43,61920
6,44,61920
6,45,61920
6,46,61920
6,47,61920
6,48,61920
6,49,61920
6,50,61920
6,51,61920
6,52,61920
6,53,61920
6,54,61920
6,55,61920
6,56,61920
6,57,61920
6,58,61920
6,59,61920
6,60,61920
6,61,61920
6,62,61920
6,63,61920
6,64,61920
6,65,61920
6,66,61920
6,67,61920
6,68,61920
6,69,61920
6,70,61920
6,71,61920
6,72,61920
6,73,61920
6,74,61920
6,75,61920
6,76,61920
6,77,61920
6,78,61920
6,79,61920
6,80,61920
6,81,61920
6,82,61920
6,83,61920
6,84,61920
6,85,61920
6,86,61920
6,87,61920
6,88,61920
6,89,61920
6,90,61920
6,91,61920
6,92,61920
6,93,61920
6,94,61920
6,95,61920
6,96,61920
6,97,61920
6,98,61920
6,99,61920
6,100,61920
6,101,61920
6,102,61920
6,103,61920
6,104,61920
6,105,61920
6,106,61920
6,107,61920
6,108,61920
6,109,61920
6,110,61920
6,111,61920
6,112,61920
6,113,61920
6,114,61920
6,115,61920
6,116,61920
6,117,61920
6,118,61920
6,119,61920
6,120,61920
6,121,61920
6,122,61920
6,123,61920
6,124,61920
6,125,61920
6,126,61920
6,127,61920
6,128,61920
6,129,61920
6,130,61920
6,131,61920
6,132,61920
6,133,61920
6,134,61920
6,135,61920
6,136,61920
6,137,61920
6,138,61920
6,139,61920
6,140,61920
6,141,61920
6,142,61920
6,143,61920
6,144,61920
6,145,61920
6,146,61920
6,147,61920
6,148,61920
6,149,61920
6,150,61920
6,151,61920
6,152,61920
6,153,61920
6,154,61920
6,155,61920
6,156,61920
6,157,61920
6,158,61920
6,159,61920
6,160,61920
6,161,61920
6,162,61920
6,163,61920
6,164,61920
6,165,61920
6,166,61920
6,167,61920
6,168,61920
6,169,61920
6,170,61920
6,171,61920
6,172,61920
6,173,61920
6,174,61920
6,175,61920
6,176,61920
6,177,61920
6,178,61920
6,179,61920
6,180,61920
6,181,61920
6,182,61920
6,183,61920
6,184,61920
6,185,61920
6,186,61920
6,187,61920
6,188,61920
6,189,61920
6,190,61920
6,191,61920
6,192,61920
6,193,61920
6,194,61920
6,195,61920
6,196,61920
6,197,61920
6,198,61920
6,199,61920
6,200,61920
6,201,61920
6,202,61920
6,203,61920
6,204,61920
6,205,61920
6,206,61920
6,207,61920
6,208,61920
6,209,61920
6,210,61920
6,211,61920
6,212,61920
6,213,61920
6,214,61920
6,215,61920
6,216,61920
6,217,61920
6,218,61920
6,219,61920
6,220,61920
6,221,61920
6,222,61920
6,223,61920
6,224,61920
6,225,61920
6,226,61920
6,227,61920
6,228,61920
6,229,61920
6,230,61920
6,231,61920
6,232,61920
6,233,61920
6,234,61920
6,235,61920
6,236,61920
6,237,61920
6,238,61920
6,239,61920
6,240,61920
6,241,61920
6,242,61920
6,243,61920
6,244,61920
6,245,61920
6,246,61920
6,247,61920
6,248,61920
6,249,61920
6,250,61920
6,251,61920
